# SAVED: date 08/19/2014 time 14:16:51
*VERSION*1.100000
*ORIENTATION*1
*CHANNELS*01100000
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
11840.000000,171.000000,26.320000,15.000000,-,126.236051,34094.741821,-,-,-,-,-,
12012.000000,172.000000,25.976000,15.000000,-,125.541925,34093.841553,-,-,-,-,-,
12184.000000,172.000000,25.632000,15.000000,-,125.440180,34132.728577,-,-,-,-,-,
12355.000000,171.000000,25.290000,15.000000,-,129.473299,34103.080750,-,-,-,-,-,
12527.000000,172.000000,24.946000,15.000000,-,132.902086,34110.748291,-,-,-,-,-,
12698.000000,171.000000,24.604000,15.000000,-,132.118165,34064.926147,-,-,-,-,-,
12870.000000,172.000000,24.260000,15.000000,-,135.499060,34078.804016,-,-,-,-,-,
13042.000000,172.000000,23.916000,15.000000,-,137.401968,34090.843201,-,-,-,-,-,
13213.000000,171.000000,23.574000,15.000000,-,141.255558,34106.628418,-,-,-,-,-,
13385.000000,172.000000,23.230000,15.000000,-,143.427730,34086.318970,-,-,-,-,-,
13556.000000,171.000000,22.888000,15.000000,-,144.576639,34070.922852,-,-,-,-,-,
13728.000000,172.000000,22.544000,15.000000,-,145.432323,34095.443726,-,-,-,-,-,
13900.000000,172.000000,22.200000,15.000000,-,149.692863,34097.061157,-,-,-,-,-,
14071.000000,171.000000,21.858000,15.000000,-,155.509204,34094.337463,-,-,-,-,-,
14243.000000,172.000000,21.514000,15.000000,-,154.880881,34119.483948,-,-,-,-,-,
14414.000000,171.000000,21.172000,15.000000,-,157.465935,34108.642578,-,-,-,-,-,
14586.000000,172.000000,20.828000,15.000000,-,165.149242,34062.034607,-,-,-,-,-,
14758.000000,172.000000,20.484000,15.000000,-,166.734964,34092.994690,-,-,-,-,-,
14929.000000,171.000000,20.142000,15.000000,-,169.655114,34110.939026,-,-,-,-,-,
15101.000000,172.000000,19.798000,15.000000,-,171.276718,34094.642639,-,-,-,-,-,
15273.000000,172.000000,19.454000,15.000000,-,175.339788,34071.960449,-,-,-,-,-,
15444.000000,171.000000,19.112000,15.000000,-,178.894222,34079.696655,-,-,-,-,-,
15616.000000,172.000000,18.768000,15.000000,-,184.937954,34087.493896,-,-,-,-,-,
15787.000000,171.000000,18.426000,15.000000,-,188.815504,34080.444336,-,-,-,-,-,
15959.000000,172.000000,18.082000,15.000000,-,191.029549,34098.312378,-,-,-,-,-,
16131.000000,172.000000,17.738000,15.000000,-,198.467523,34091.484070,-,-,-,-,-,
16302.000000,171.000000,17.396000,15.000000,-,207.024485,34092.994690,-,-,-,-,-,
16474.000000,172.000000,17.052000,15.000000,-,213.301569,34088.180542,-,-,-,-,-,
16645.000000,171.000000,16.710000,15.000000,-,219.542772,34126.762390,-,-,-,-,-,
16801.000000,156.000000,16.398000,15.000000,-,225.442886,34118.698120,-,-,-,-,-,
16973.000000,172.000000,16.054000,15.000000,-,235.806972,34086.555481,-,-,-,-,-,
17145.000000,172.000000,15.710000,15.000000,-,245.099932,34086.196899,-,-,-,-,-,
17316.000000,171.000000,15.368000,15.000000,-,254.823744,34109.687805,-,-,-,-,-,
17488.000000,172.000000,15.024000,15.000000,-,268.975616,34099.159241,-,-,-,-,-,
17659.000000,171.000000,14.682000,15.000000,-,282.959938,34090.110779,-,-,-,-,-,
17831.000000,172.000000,14.338000,15.000000,-,296.292007,34085.083008,-,-,-,-,-,
18003.000000,172.000000,13.994000,15.000000,-,312.604070,34112.983704,-,-,-,-,-,
18174.000000,171.000000,13.652000,15.000000,-,334.529102,34098.457336,-,-,-,-,-,
18346.000000,172.000000,13.308000,15.000000,-,356.860936,34095.161438,-,-,-,-,-,
18517.000000,171.000000,12.966000,15.000000,-,384.847581,34094.001770,-,-,-,-,-,
18689.000000,172.000000,12.622000,15.000000,-,415.419281,34089.881897,-,-,-,-,-,
18861.000000,172.000000,12.278000,15.000000,-,451.771319,34082.206726,-,-,-,-,-,
19032.000000,171.000000,11.936000,15.000000,-,494.897246,34082.740784,-,-,-,-,-,
19204.000000,172.000000,11.592000,15.000000,-,544.234276,34099.494934,-,-,-,-,-,
19375.000000,171.000000,11.250000,15.000000,-,608.405471,34088.485718,-,-,-,-,-,
19547.000000,172.000000,10.906000,15.000000,-,674.042821,34119.155884,-,-,-,-,-,
19719.000000,172.000000,10.562000,15.000000,-,757.200718,34116.691589,-,-,-,-,-,
19890.000000,171.000000,10.220000,15.000000,-,861.296415,34109.611511,-,-,-,-,-,
20062.000000,172.000000,9.876000,15.000000,-,992.912054,34125.358582,-,-,-,-,-,
20233.000000,171.000000,9.534000,15.000000,-,1144.944429,34099.563599,-,-,-,-,-,
20405.000000,172.000000,9.190000,15.000000,-,1323.850632,34112.503052,-,-,-,-,-,
20577.000000,172.000000,8.846000,15.000000,-,1546.876192,34095.161438,-,-,-,-,-,
20748.000000,171.000000,8.504000,15.000000,-,1826.814413,34087.112427,-,-,-,-,-,
20920.000000,172.000000,8.160000,15.000000,-,2192.405701,34103.988647,-,-,-,-,-,
21091.000000,171.000000,7.818000,15.000000,-,2607.418060,34098.472595,-,-,-,-,-,
21263.000000,172.000000,7.474000,15.000000,-,3089.629650,34094.467163,-,-,-,-,-,
21435.000000,172.000000,7.130000,15.000000,-,3662.155628,34083.435059,-,-,-,-,-,
21606.000000,171.000000,6.788000,15.000000,-,4321.143150,34105.743408,-,-,-,-,-,
21778.000000,172.000000,6.444000,15.000000,-,5153.573036,34102.409363,-,-,-,-,-,
21949.000000,171.000000,6.102000,15.000000,-,6017.777443,34088.821411,-,-,-,-,-,
22121.000000,172.000000,5.758000,15.000000,-,6961.154938,34082.763672,-,-,-,-,-,
